"","date","CI005101.WI","CI005102.WI","CI005104.WI","CI005105.WI","CI005106.WI","CI005107.WI","CI005109.WI","CI005110.WI","CI005111.WI","CI005113.WI","CI005117.WI","CI005122.WI","CI005124.WI","CI005127.WI","CI005129.WI","CI005133.WI","CI005134.WI","CI005135.WI","CI005136.WI","CI005137.WI","CI005138.WI","CI005139.WI","CI005140.WI","CI005143.WI","CI005144.WI","CI005145.WI","CI005146.WI","CI005152.WI","CI005153.WI","CI005154.WI","CI005155.WI","CI005156.WI","CI005160.WI","CI005162.WI","CI005163.WI","CI005164.WI","CI005165.WI","CI005166.WI","CI005168.WI","CI005170.WI","CI005171.WI","CI005172.WI","CI005173.WI","CI005178.WI","CI005181.WI","CI005185.WI"
"908",2022-11-04,-0.630186930996355,-1.03634326641592,0.408747397027907,-1.12785497560165,-0.772744314644402,-1.23358904300268,-1.07102123096671,-0.9013469141358,-1.19538720052531,-0.735113042045579,-0.889916563520033,-0.370187346057073,-0.684903681635809,-1.15835098675077,-1.42160002306667,-1.2992040431869,-1.81944082054505,-1.12246291193298,-0.875472634736423,-0.73269364607546,-1.07698869902984,-0.780953402763383,-0.730553869680211,-0.801189662989833,-0.993382470081857,-0.313399848090962,-1.70547954178503,-0.606100915513235,-1.63477471006679,-0.253042799347978,-0.841366963085139,-0.295503838732737,-0.90971903639611,-0.914429221634049,-1.04659447456309,1.68411160930382,-0.247497658307505,-0.111261062675241,-0.914752102306893,-1.64093256454798,-1.53348278640174,-0.822053592185349,-1.5718848602573,-1.17995514945986,-1.2671243418596,-0.720452086547277
"909",2022-11-11,-0.549353276073195,-1.14347788352342,0.511291711466907,-1.08657935460492,-0.530013511570028,-1.18472345306028,-1.07258281017583,-0.906712766800894,-1.39307272851245,-0.734073407795731,-1.07836530717031,-0.485176485109746,-0.77793228019245,-1.14991244756755,-1.4317705870549,-1.35672334857873,-1.84706490170392,-1.21778556208031,-0.95197726915635,-0.752104215190455,-1.18684406122891,-0.952570203752092,-0.868566461518255,-0.811601178868928,-0.984632840138297,-0.394590223386989,-1.6111148920366,-0.664091049659356,-1.61743643792985,-0.254481970821906,-0.819062316494062,-0.334180223047815,-0.896348316442799,-0.930999242432952,-1.02669043871118,1.45829353089444,-0.386432519845296,-0.209682593163821,-1.11275636563693,-1.65714824452123,-1.53327897061192,-0.830455754574688,-1.5819931660107,-1.21170848991183,-1.20619378741784,-0.746058325539632
"910",2022-11-18,-0.593987888136966,-1.07517828882905,0.0272721683376239,-0.96784946198548,-0.555041565735888,-1.25082368300651,-1.02480366106962,-0.905962067478694,-1.29874688645683,-0.801385156083254,-1.03473911300669,-0.70716127982104,-0.81179929789343,-1.13146104649254,-1.43773529138337,-1.36001914351422,-1.84198301773807,-1.23576063663435,-1.1321065969734,-0.74577503108019,-1.25257487996155,-0.782662949228806,-0.966442197098454,-0.852878091541749,-1.09942192904148,-0.471725679532864,-1.71012517002688,-0.917593201155621,-1.51187942700663,-0.461819362772619,-1.02739287602305,-0.281951815664624,-0.911352034011376,-0.953921067568514,-1.02959799836302,1.40144396473812,-0.409945431263449,-0.276493986408932,-1.08658388054067,-1.61062094787235,-1.53769844438079,-0.863166004312899,-1.61352344920513,-1.22839703163298,-1.28824077221109,-0.772065869709941
"911",2022-11-25,-0.530374771414833,-1.1915938184225,0.227858946960922,-0.937131449397572,-0.496709796316747,-1.24776823587706,-0.905609680186511,-0.905251505703247,-1.37068915984408,-0.767663696508848,-1.16352642648786,-0.743894964479135,-0.904505626428714,-1.1590156259573,-1.44004530151698,-1.38278636512182,-1.83334376072093,-1.25637835934651,-1.19609913686088,-0.720874326802739,-1.29802818823217,-0.837428705034463,-1.0050886223238,-0.934882298099685,-1.2510419853991,-0.453189676993297,-1.49611182164294,-0.79335898003578,-1.57504466022658,-0.344433593452763,-0.847746318507067,-0.408123951069924,-0.947102641405169,-0.928428908415377,-0.975669179793348,0.993165836775377,-0.42752674792029,-0.395022580110397,-1.25776255257954,-1.65454801750691,-1.54030455196598,-0.820625525237821,-1.62895463643424,-1.21780395250238,-1.13675144764881,-0.755891058254527
"912",2022-12-02,-0.588236728594571,-1.31706923245421,0.167602207968067,-0.96282415860718,-0.452283903907339,-1.23151737596765,-0.975401109431139,-0.916360474277565,-1.40429391434083,-0.743442968390273,-1.1449320570452,-0.92602657612891,-0.914074527553746,-1.14620122102245,-1.42813815915826,-1.37998144634408,-1.84973793883985,-1.2616112323906,-1.00460137027868,-0.76564737979989,-1.24286142662474,-0.902809032126638,-1.05386562085146,-0.760199751968704,-1.00624552039571,-0.48674111378683,-1.62928821146527,-0.842388578465798,-1.5548823328658,-0.359796200948708,-0.896543100811706,-0.184248437163491,-0.898817267662126,-0.96546287876744,-0.985615534373919,0.643166783291888,-0.509304723711011,-0.528661101351541,-1.38523638915617,-1.72547461548018,-1.52377280043646,-0.905904976240744,-1.60610271218209,-1.23985168386713,-1.22825719675875,-0.818359193929941
"913",2022-12-09,-0.709754788033536,-1.35125843412494,0.168883616568923,-1.0294297921892,-0.415873536731202,-1.17887984684447,-1.11553325694227,-0.919093993020562,-1.46352333398276,-0.717400051387973,-1.12265850661726,-0.962382743033274,-1.03566741169833,-1.14786729740358,-1.43516220292031,-1.39753209540013,-1.86704027839455,-1.2853248734768,-0.899874723759652,-0.917070014793439,-1.25158967605601,-0.869649894606987,-1.13596411486347,-0.649818434392634,-0.923847912370612,-0.732356329154679,-1.67919119103867,-0.885830093459723,-1.49902053197266,-0.396810538762308,-0.919652952232236,0.0717897574839124,-0.910091256050081,-0.981304602385552,-0.958257313177095,-0.0234763926018019,-0.639075047368585,-0.678176504677177,-1.50240611695801,-1.7087464101399,-1.45063111717192,-0.858198551321581,-1.55122576390911,-1.24925241034987,-1.14777366114273,-0.849236392239612
"914",2022-12-16,-0.803084066619948,-1.26541323598565,0.00476975781979337,-0.627130591537486,-0.48390349731135,-1.21769621826031,-1.1399733437667,-0.893437869807466,-1.36657653172228,-0.766637457036205,-1.15826556957034,-1.03566588548203,-1.01358986283406,-1.11491467571992,-1.44213967056888,-1.43118051498975,-1.83390449807744,-1.33032355144286,-0.959023233697767,-0.903568607449155,-1.28209949761058,-0.844556551141889,-1.20598844707015,-0.592712370819909,-0.744734088804628,-0.705636276642729,-1.57050278344148,-0.978021152192047,-1.47287164595402,-0.46288689093579,-0.886131864748863,0.108240833348065,-0.905747142893672,-0.98062677884581,-0.952863220506011,-0.31674595083494,-0.622964236935295,-0.659416875278358,-1.48649364122143,-1.76406509771666,-1.45928366532123,-0.873109259749665,-1.42735328921181,-1.23085471458366,-1.13519504223808,-0.84845506063195
"915",2022-12-23,-0.961506265254166,-0.907398861443687,-0.317939369741995,-0.32950657757428,-0.601953197052434,-1.28274574574696,-1.21696931357714,-0.838552645350779,-0.756557380080573,-0.851442926959787,-1.22031691903137,-0.949262029942785,-0.936882184723218,-1.05678870471026,-1.46097600391403,-1.42713318134157,-1.82710380522504,-1.38990404425064,-1.15001381596976,-0.794918150220708,-1.39935594603696,-0.564896198837749,-1.35422962123524,-0.567661828169185,-0.595614628768953,-0.667276863267647,-1.3228571204562,-0.820189088166145,-1.60786696854163,-0.349361784576319,-0.847962216783897,0.091112559764352,-0.942686397432407,-1.00726300590589,-0.977126476452658,-0.27852315902313,-0.511262331489293,-0.623614120098553,-1.40403196180343,-1.72442540314307,-1.49811086309919,-1.01814378492264,-1.41203105630472,-1.19441030164038,-1.00208423937454,-0.802190944485161
"916",2022-12-30,-0.90515769768724,-1.00232825222624,-0.308596132907261,-0.335051836991547,-0.556904404697729,-1.27077497456286,-1.09983668792303,-0.862076881360812,-0.556730672287604,-0.841997554482909,-1.22966572309077,-1.00136999221924,-0.91966102229993,-1.0925978934748,-1.45841072370118,-1.45268008808015,-1.85780202443867,-1.33748267398127,-1.16814819782967,-0.793102592267806,-1.36780224849005,-0.605153317187901,-1.29672401727539,-0.630304726730023,-0.0737256584211018,-0.676469589922383,-1.22661958579797,-0.84977298428232,-1.63294908556647,-0.383455130670692,-0.877761334203853,0.0596610327800276,-0.910270953690224,-0.993236302787919,-0.950972494450863,-0.414712540172777,-0.564394867872003,-0.696856937456839,-1.37431716845072,-1.74982869393114,-1.51104761922956,-1.0347474567809,-1.32554364405392,-1.19813073047251,-1.08791823352595,-0.798329174122816
"917",2023-01-06,-0.845230814685134,-1.11480373373389,-0.308044615639857,-0.463302579059517,-0.487128829191494,-1.26585849038019,-1.04006958410524,-0.895093135927345,-0.545674836861892,-0.824916835605091,-1.19924469288234,-1.08562359183578,-0.975786408168388,-1.12069647528541,-1.4504269050315,-1.42838420074196,-1.86859572678067,-1.30513536984461,-1.10035974979251,-0.920982562863236,-1.27140123591498,-0.695062503103902,-1.12449104795955,-0.550929963885289,0.0243132700300998,-0.730816553669295,-1.44851173696754,-0.909883950276997,-1.62123820767904,-0.461035208046383,-0.946772473727934,0.195700307935389,-0.930659702917899,-0.972778545434197,-0.935170098264866,-0.604662029525009,-0.646121412904026,-0.763427206813558,-1.43441031273779,-1.737109351703,-1.50530257276882,-1.03224727130331,-1.39225336068533,-1.21184582269951,-1.13077231894757,-0.815970981338043
"918",2023-01-13,-0.708161916775119,-1.01841784673699,-0.13018492549565,-0.516259424623703,-0.281468697873401,-1.2265368845033,-1.12433790194348,-0.889902000198081,-0.533839258652901,-0.836055028057684,-1.22591668710186,-1.05996653817802,-1.04055985506199,-1.09510255247904,-1.44730352867012,-1.46697837174961,-1.87744702481736,-1.37541801019905,-0.994802815692965,-0.984527919528963,-1.26836493394028,-0.717258001533325,-1.02400477238643,-0.561078333796178,-0.214284678440411,-0.686369209697197,-1.67604063861306,-0.970245241512202,-1.59803353727859,-0.562601746380366,-1.04313271652296,0.310873313099013,-0.883608414970002,-0.95330032706519,-0.921693062143529,-0.723812213182803,-0.796635606665686,-0.827635210438434,-1.4017684628625,-1.74720836855695,-1.49321316979136,-1.0345703550174,-1.38353317066868,-1.20168659003842,-1.12663631215589,-0.833719740141326
"919",2023-01-20,-0.65461923614106,-1.23424076885065,-0.0254686248361451,-0.513975873143377,-0.147078609005855,-1.14605401708818,-1.1230982004616,-0.918673108358395,-0.672421588240233,-0.754428958720636,-1.18658673296864,-1.093366535284,-1.10712856882489,-1.15284187497464,-1.44519084763226,-1.43776716504715,-1.87771281733321,-1.31552744153048,-1.00409909343037,-1.01526515828452,-1.26537610325139,-0.896370499341473,-1.03104744890222,-0.535869789782027,-0.290498207356693,-0.657992919656083,-1.75928463000548,-0.95938744508178,-1.57759667115145,-0.610974512301508,-1.03084253188671,0.267217159347435,-0.887276957893947,-0.962509806653384,-0.919906938144506,-0.796806704850235,-0.904864955499757,-0.84008176677709,-1.41754326853811,-1.76355421387423,-1.47074080217312,-0.992307465723578,-1.29463187491429,-1.20609697203429,-1.1857947337449,-0.847822220375185
"920",2023-02-03,-0.780198840037354,-1.30745399440659,-0.135240379818404,-0.534730676147423,-0.0915370315843601,-1.10916350784563,-1.13048952052869,-0.936014691051154,-0.7543838436509,-0.722442806600345,-1.16548468106607,-1.14283398526214,-1.1324456258605,-1.1774863511376,-1.42641579858191,-1.37208678606489,-1.87358932120169,-1.26964920196305,-0.818165368041553,-1.09916401058612,-1.16222405606817,-0.982349301638921,-0.926397579733469,-0.719265376847708,-0.66896361709999,-0.726730425783201,-1.79064943441961,-0.964488700639529,-1.6053892849673,-0.592851157654088,-1.06508726521363,0.230086502067259,-0.859851358913262,-0.982549185672062,-0.935867533546034,-0.697147640100815,-0.882691068846586,-0.80222405379523,-1.4035391143545,-1.74270950976175,-1.50091069662548,-0.950136536098351,-1.58340887284611,-1.22568012479989,-1.25808912532689,-0.873412743238099
"921",2023-02-10,-0.836007595632935,-1.29041712266831,-0.249084276739287,-0.563243640268795,-0.209994878977296,-1.13947243396141,-1.06058143664704,-0.965104231253423,-0.774608580036941,-0.721143615554789,-1.1496302878274,-1.15278791253163,-1.15808157009561,-1.20537317164683,-1.41062610094054,-1.39747040164443,-1.88119029872151,-1.28954175243977,-0.935960630564178,-1.11358016868789,-1.19265573519762,-0.862150575516078,-0.923651170854206,-0.763401242767666,0.0145351358018175,-0.759380155908147,-1.79160170172332,-0.976201375362857,-1.60738136050808,-0.576658071562287,-1.0622789799926,0.231835536220362,-0.873749971830539,-1.00367026260425,-0.932348342746798,-0.655725080614987,-0.831730808687683,-0.810526626854071,-1.42233996417817,-1.74992548886797,-1.50741021780869,-0.914861577709696,-1.4756091432549,-1.23796483981314,-1.35190871354718,-0.883910288909261
"922",2023-02-17,-0.82845065566658,-1.38484132312329,-0.272292645788608,-0.577020813522381,-0.206679341052308,-1.15587623482351,-1.11344202791265,-0.949603222767678,-0.839367681553102,-0.727274570988162,-1.17282221363642,-1.14589019006051,-1.22975543206682,-1.18957411828029,-1.42157774519729,-1.42453233152369,-1.8901627123951,-1.3047144684422,-1.04033630984575,-1.19400781527831,-1.23464586566827,-0.795205655777367,-0.891871238160689,-0.804463725988412,0.112310526730304,-0.770763376791009,-1.76589243764545,-0.972051900022164,-1.53903546928769,-0.562282033214069,-1.0310515859483,0.296968512173278,-0.913741377450548,-0.994314090355589,-0.943728980602542,-0.590367373651188,-0.784721945784008,-0.8002409942499,-1.36302812588668,-1.74830566787471,-1.58595348445964,-0.943363279011315,-1.25810098621975,-1.23182699400716,-1.29139891699323,-0.87978967124318
"923",2023-02-24,-0.704549178769085,-1.43350388917539,-0.0362422155340417,-0.660974116605622,-0.128265158291546,-1.09519063174975,-1.09622085246029,-0.961943667430768,-0.997036943805761,-0.722178713004884,-1.12567232995062,-1.21285371219599,-1.26282476933353,-1.2297716307102,-1.42328060345813,-1.38022465893404,-1.86141782773552,-1.28435473275206,-1.0239856409261,-1.27622170838629,-1.19311575309164,-0.929977751402073,-0.891794794332218,-0.846156666317137,-0.33747966831143,-0.705350151475807,-1.89915538975359,-0.976573729107515,-1.55708685593462,-0.579931375661245,-1.01754837312971,0.206665671835177,-0.868624510850083,-1.00796047346849,-0.941149838033392,-0.656061203771358,-0.873339810120316,-0.784719698918103,-1.38716071896949,-1.43123818845639,-1.58274722791819,-0.928987044427289,-1.46407318493189,-1.24127587508362,-1.386090570142,-0.899135222378157
"924",2023-03-03,-0.595824564880925,-1.46901049585989,0.0260250222824325,-0.690169907140853,-0.0890615291090908,-1.08714766461703,-1.02490076282052,-0.971706192566666,-1.05068118061228,-0.726399456066364,-0.927282005479301,-1.20837579691881,-1.24172231551059,-1.30755561315603,-1.43603666293833,-1.34668789649448,-1.87680741210989,-1.27033625056618,-1.02708331699046,-1.30721993758842,-1.24909268194507,-0.945806376301052,-0.862809286304992,-0.814582116787374,-0.0270828645990271,-0.654713608605961,-1.91413705204634,-0.977224012391569,-1.54119337835247,-0.576473350603718,-1.00731922053006,0.259272216919697,-0.883635964245649,-1.01905603625311,-0.858620033360689,-0.727728270666889,-0.93857651228811,-0.733230240578935,-1.39761378004212,-0.790849462234907,-1.57747994841672,-0.843428770890549,-1.23316528227761,-1.23997870321032,-1.46094676261682,-0.899428421612514
"925",2023-03-10,-0.702692558859513,-1.40555702494685,-0.184457623248113,-0.597746303828386,-0.149617316086167,-1.17131868074192,-1.08900264245471,-0.966030774462294,-1.03992720170366,-0.805835401292423,-0.987933496645189,-1.17650974169397,-1.28397640928753,-1.27883596293336,-1.4585963238774,-1.38185802253768,-1.87232239795266,-1.29300846502292,-1.2250808651626,-1.23319124449596,-1.34426339811252,-1.05309424789323,-1.04737803327736,-0.982039581369498,-0.155235779131681,-0.77565050136416,-1.8623910995649,-1.0116599318992,-1.56546568557626,-0.582104115146943,-0.98575911501148,0.0514769579383758,-0.941058904328104,-1.00768515345166,-0.608346656734367,-0.594310210110213,-0.893874158559403,-0.769106996531259,-1.293347165765,-0.996039952707223,-1.62033764729596,-0.847505792019807,-1.34603720538085,-1.23236502610241,-1.44610459396026,-0.859382472106781
"926",2023-03-17,-0.701779623139422,-1.41931862966482,-0.349906216392454,-0.544031253775468,-0.0668204570723498,-1.20933559974318,-1.0400902445318,-0.956988432058589,-1.06209380831726,-0.848054614663322,-0.750095823203402,-1.18667906979462,-1.29288759322617,-1.28756091988351,-1.46536648570672,-1.41317870715123,-1.93564580651062,-1.32991845996168,-1.28156538393108,-1.19425556263432,-1.39258844485402,-0.919995809696185,-1.14817803329094,-0.929854898889661,-0.553435843352416,-0.765409881186957,-1.93888894646211,-1.03460904104289,-1.53971195248049,-0.537146223727777,-0.931910497088686,0.0149046388768346,-0.93404381983303,-0.990571580357531,0.2584833919502,-0.56020217856559,-0.903028577972289,-0.774340121689355,-1.29238174446546,-0.584110324316392,-1.60084582955717,-0.869740318273311,-1.41136463940919,-1.21966078158171,-1.49669535793493,-0.847532086219389
"927",2023-03-24,-0.789802167971109,-1.40517266278354,-0.320879921715722,-0.604030473751202,0.0958813553615242,-1.14961252553787,-1.1071184019511,-0.954605521366235,-1.06174251559793,-0.868210801602178,-0.812278103716086,-1.18354474988675,-1.28653813883554,-1.27736442209292,-1.46080618143853,-1.37381736452006,-1.93235262334419,-1.32141325949361,-1.1927610677287,-1.20556415583359,-1.33113434547327,-0.878917409129922,-1.16230707556488,-0.915741294481557,-0.706251096386827,-0.747518785345416,-1.90229116450627,-1.02217355954756,-1.59561356036033,-0.524646651637389,-0.957811741908339,0.101896129736854,-0.942036214203023,-1.00313125402417,0.162416540220541,-0.553802905321368,-0.918887742325582,-0.778519207369766,-1.28440692590789,-0.615812097967186,-1.6247217484174,-0.902480152056846,-1.48177412974174,-1.21849150081508,-1.48918758912409,-0.858857765162917
"928",2023-03-31,-0.658689308518721,-1.47841988299864,-0.219250472122755,-0.646311803065466,0.160116079172336,-1.17593880760768,-1.11012337757324,-0.949581989149529,-1.05888819775927,-0.886926693229259,-0.915626318506812,-1.17213104177098,-1.29655464591085,-1.26920838464587,-1.47029600920424,-1.40056408858111,-1.98094533880476,-1.36608302029093,-1.12539239332145,-1.32034520431982,-1.31757061648123,-0.934254564225267,-1.05796540794289,-0.920645418889217,-0.267371594800238,-0.736604232828938,-1.60877365037321,-1.02243493649182,-1.524397388858,-0.50350340567859,-0.980407849778036,0.168234460215827,-0.890504307601037,-0.994929133549309,0.369193721427635,-0.542036394066786,-0.901665949281191,-0.750534501050873,-1.20801123786488,-0.469299251338986,-1.61351903841014,-0.943000913894356,-1.23247697035304,-1.19816451570281,-1.58367139635977,-0.837026293782401
